年月日,時間,気圧（現地）,気圧（海面）,降水量,気温,露点温度,蒸気圧,湿度,風速,風向,日照時間,全天日射量,降雪,積雪
2008-12-24,7,1021.0,1025.0,0,-3.0,-3.8,4.6,94.0,1.5,0,0.0,0.0,0,0
2008-12-24,8,1021.1,1025.1,0,-0.4,-1.7,5.4,91.0,1.8,0,0.6,0.19,0,0
2008-12-24,9,1021.6,1025.5,0,1.5,-0.9,5.7,84.0,1.2,0,0.0,0.44,0,0
2008-12-24,10,1021.1,1025.0,0,3.2,-0.4,5.9,77.0,1.6,0,0.0,0.67,0,0
2008-12-24,11,1020.3,1024.2,0,4.5,-1.1,5.6,67.0,1.8,0,0.0,0.74,0,0
2008-12-24,12,1018.8,1022.7,0,6.3,-0.2,6.0,63.0,1.2,0,0.0,0.95,0,0
2008-12-24,13,1017.9,1021.7,0,7.6,0.1,6.2,59.0,1.2,0,0.1,0.96,0,0
2008-12-24,14,1017.7,1021.5,0.0,8.1,0.8,6.5,60.0,1.1,0,0.1,0.62,0,0
2008-12-24,15,1017.3,1021.1,0,8.5,0.5,6.3,57.0,2.2,0,0.0,0.28,0,0
2008-12-24,16,1017.0,1020.8,0.0,7.3,2.0,7.1,69.0,2.3,0,0.0,0.06,0,0
2008-12-24,17,1016.6,1020.4,0,7.0,2.3,7.2,72.0,1.4,0,0.0,0.0,0,0
2008-12-24,18,1016.7,1020.5,0,6.8,2.3,7.2,73.0,1.4,0,0,0,0,0
2008-12-24,19,1016.2,1020.1,0,4.7,2.1,7.1,83.0,0.7,0,0,0,0,0
2008-12-24,20,1015.7,1019.6,0,4.2,2.1,7.1,86.0,0.1,0,0,0,0,0
2008-12-24,21,1014.8,1018.7,0,3.7,2.1,7.1,89.0,1.4,0,0,0,0,0
2008-12-24,22,1014.2,1018.1,0,4.7,1.9,7.0,82.0,1.9,0,0,0,0,0
2008-12-24,23,1013.5,1017.4,0,4.5,1.9,7.0,83.0,1.3,0,0,0,0,0
2008-12-24,24,1013.5,1017.4,0,4.7,1.6,6.8,80.0,1.5,0,0,0,0,0
2008-12-25,1,1011.7,1015.6,0.0,4.2,1.7,6.9,84.0,1.5,0,0,0,0,0
2008-12-25,2,1011.1,1015.0,0.0,2.2,0.4,6.3,88.0,1.2,0,0,0,0,0
2008-12-25,3,1010.4,1014.3,0,0.9,-0.1,6.1,93.0,2.0,0,0,0,0,0
2008-12-25,4,1009.3,1013.2,0,0.0,-0.8,5.7,94.0,1.6,0,0,0,0,0
2008-12-25,5,1008.6,1012.5,0,-0.3,-1.0,5.7,95.0,1.8,0,0,0,0,0
2008-12-25,6,1008.3,1012.2,0,-0.6,-1.3,5.6,95.0,1.8,0,0,0,0,0
2008-12-25,7,1007.6,1011.5,0,-0.6,-1.3,5.6,95.0,1.5,0,0.0,0.0,0,0
2008-12-25,8,1006.8,1010.7,0,1.6,0.3,6.2,91.0,1.3,0,0.8,0.25,0,0
2008-12-25,9,1006.5,1010.3,0,4.1,0.4,6.3,77.0,1.4,0,0.8,0.69,0,0
2008-12-25,10,1005.5,1009.3,0,6.6,0.7,6.4,66.0,1.4,0,1.0,1.21,0,0
2008-12-25,11,1003.4,1007.2,0,8.4,1.1,6.6,60.0,1.3,0,1.0,1.64,0,0
2008-12-25,12,1001.5,1005.2,0,10.1,2.0,7.0,57.0,2.2,0,1.0,1.88,0,0
2008-12-25,13,999.6,1003.3,0,12.1,2.6,7.3,52.0,2.3,0,1.0,1.59,0,0
2008-12-25,14,998.5,1002.2,0,12.1,3.1,7.6,54.0,2.4,0,1.0,1.36,0,0
2008-12-25,15,997.4,1001.1,0,12.0,3.5,7.9,56.0,2.3,0,1.0,0.91,0,0
2008-12-25,16,996.8,1000.5,0,9.9,3.6,7.9,65.0,1.2,0,1.0,0.36,0,0
2008-12-25,17,996.4,1000.2,0,7.3,3.7,8.0,78.0,1.9,0,0.1,0.03,0,0
2008-12-25,18,996.7,1000.5,0,6.0,3.0,7.6,81.0,1.7,0,0,0.0,0,0
2008-12-25,19,996.6,1000.4,0,5.5,2.2,7.1,79.0,2.2,0,0,0,0,0
2008-12-25,20,997.1,1000.9,0,5.4,2.6,7.4,82.0,1.7,0,0,0,0,0
2008-12-25,21,997.0,1000.8,0,6.1,2.0,7.1,75.0,2.5,0,0,0,0,0
2008-12-25,22,996.6,1000.3,0,8.2,0.0,6.1,56.0,4.0,0,0,0,0,0
2008-12-25,23,996.6,1000.3,0,8.4,-0.6,5.8,53.0,3.5,0,0,0,0,0
2008-12-25,24,996.5,1000.2,0,7.7,-1.5,5.5,52.0,5.3,0,0,0,0,0
2008-12-26,1,997.3,1001.1,0,6.6,-2.3,5.2,53.0,5.8,0,0,0,0,0
2008-12-26,2,999.1,1002.9,0,5.6,-2.5,5.1,56.0,4.0,0,0,0,0,0
2008-12-26,3,1000.3,1004.1,0,4.2,-4.8,4.3,52.0,4.0,0,0,0,0,0
2008-12-26,4,1001.0,1004.8,0,2.6,-6.5,3.8,51.0,3.0,0,0,0,0,0
2008-12-26,5,1001.8,1005.6,0,2.5,-6.6,3.7,51.0,5.2,0,0,0,0,0
2008-12-26,6,1003.5,1007.4,0,2.4,-6.9,3.6,50.0,5.5,0,0,0,0,0
2008-12-26,7,1005.2,1009.1,0,1.6,-6.2,3.8,56.0,4.0,0,0.1,0.01,0,0
2008-12-26,8,1006.1,1010.0,0,2.3,-6.5,3.8,52.0,3.9,0,1.0,0.31,0,0
2008-12-26,9,1006.7,1010.5,0,3.5,-7.3,3.5,45.0,5.1,0,1.0,0.9,0,0
2008-12-26,10,1007.2,1011.0,0,4.2,-8.5,3.2,39.0,7.8,0,1.0,1.42,0,0
2008-12-26,11,1007.0,1010.8,0,5.1,-9.8,2.9,33.0,6.9,0,1.0,1.79,0,0
2008-12-26,12,1006.7,1010.5,0,5.0,-10.3,2.8,32.0,7.4,0,1.0,1.94,0,0
2008-12-26,13,1007.1,1010.9,0,5.3,-10.4,2.8,31.0,7.6,0,0.9,1.74,0,0
2008-12-26,14,1007.3,1011.1,0,5.0,-10.7,2.7,31.0,7.4,0,1.0,1.63,0,0
2008-12-26,15,1007.9,1011.7,0,4.3,-10.2,2.8,34.0,5.5,0,1.0,1.09,0,0
2008-12-26,16,1008.1,1012.0,0,3.3,-9.6,2.9,38.0,5.4,0,1.0,0.49,0,0
2008-12-26,17,1008.8,1012.7,0,2.4,-11.5,2.5,35.0,6.3,0,0.4,0.05,0,0
2008-12-26,18,1009.6,1013.5,0,1.7,-10.8,2.7,39.0,5.1,0,0,0.0,0,0
2008-12-26,19,1009.7,1013.6,0,1.4,-11.0,2.6,39.0,5.3,0,0,0,0,0
2008-12-26,20,1009.9,1013.8,0,1.3,-10.8,2.7,40.0,5.0,0,0,0,0,0
2008-12-26,21,1010.5,1014.4,0,1.0,-11.1,2.6,40.0,4.5,0,0,0,0,0
2008-12-26,22,1010.6,1014.5,0,0.7,-10.7,2.7,42.0,5.4,0,0,0,0,0
2008-12-26,23,1010.5,1014.4,0,-0.1,-10.0,2.9,47.0,3.4,0,0,0,0,0
2008-12-26,24,1010.2,1014.1,0,0.3,-10.5,2.7,44.0,5.2,0,0,0,0,0
2008-12-27,1,1010.1,1014.0,0,0.4,-11.0,2.6,42.0,5.4,0,0,0,0,0
2008-12-27,2,1010.4,1014.3,0,0.5,-11.2,2.6,41.0,5.7,0,0,0,0,0
2008-12-27,3,1010.0,1013.9,0,0.9,-11.8,2.5,38.0,5.1,0,0,0,0,0
2008-12-27,4,1009.9,1013.8,0,0.8,-11.6,2.5,39.0,4.6,0,0,0,0,0
2008-12-27,5,1009.9,1013.8,0,1.0,-11.4,2.6,39.0,5.0,0,0,0,0,0
2008-12-27,6,1010.4,1014.3,0,0.7,-11.0,2.6,41.0,4.6,0,0,0,0,0
2008-12-27,7,1011.2,1015.1,0,1.2,-11.2,2.6,39.0,4.2,0,0.0,0.0,0,0
2008-12-27,8,1011.3,1015.2,0,2.8,-11.9,2.5,33.0,3.0,0,0.9,0.31,0,0
2008-12-27,9,1011.6,1015.5,0,4.3,-12.2,2.4,29.0,3.3,0,1.0,0.9,0,0
2008-12-27,10,1011.5,1015.3,0,6.4,-10.3,2.8,29.0,4.6,0,1.0,1.41,0,0
2008-12-27,11,1011.1,1014.9,0,7.9,-9.0,3.1,29.0,7.2,0,1.0,1.75,0,0
2008-12-27,12,1010.3,1014.1,0,8.8,-8.7,3.2,28.0,6.8,0,1.0,1.9,0,0
2008-12-27,13,1010.1,1013.9,0,8.6,-7.6,3.5,31.0,6.6,0,1.0,1.83,0,0
2008-12-27,14,1010.0,1013.8,0,8.6,-8.0,3.4,30.0,6.6,0,1.0,1.55,0,0
2008-12-27,15,1010.2,1014.0,0,8.0,-10.3,2.8,26.0,4.5,0,1.0,1.07,0,0
2008-12-27,16,1010.5,1014.3,0,6.6,-9.3,3.0,31.0,4.2,0,1.0,0.48,0,0
2008-12-27,17,1010.3,1014.1,0,5.5,-9.1,3.1,34.0,6.3,0,0.4,0.05,0,0
2008-12-27,18,1010.6,1014.5,0,4.4,-8.3,3.3,39.0,3.9,0,0,0.0,0,0
2008-12-27,19,1011.0,1014.9,0,3.1,-8.0,3.4,44.0,2.2,0,0,0,0,0
2008-12-27,20,1010.7,1014.6,0,3.0,-7.8,3.4,45.0,2.0,0,0,0,0,0
2008-12-27,21,1011.0,1014.9,0,2.8,-7.4,3.5,47.0,2.5,0,0,0,0,0
2008-12-27,22,1011.0,1014.9,0,2.6,-7.3,3.5,48.0,2.4,0,0,0,0,0
2008-12-27,23,1010.2,1014.1,0,2.7,-8.0,3.3,45.0,2.1,0,0,0,0,0
2008-12-27,24,1009.7,1013.6,0,3.4,-9.6,3.0,38.0,2.9,0,0,0,0,0
2008-12-28,1,1009.1,1013.0,0,2.8,-9.1,3.1,41.0,2.4,0,0,0,0,0
2008-12-28,2,1008.9,1012.8,0,0.0,-8.4,3.2,53.0,1.8,0,0,0,0,0
2008-12-28,3,1008.3,1012.2,0,0.7,-8.0,3.3,52.0,2.3,0,0,0,0,0
2008-12-28,4,1007.9,1011.8,0,-0.7,-7.7,3.4,59.0,2.2,0,0,0,0,0
2008-12-28,5,1007.4,1011.3,0,1.9,-8.2,3.3,47.0,3.0,0,0,0,0,0
2008-12-28,6,1007.6,1011.5,0,0.2,-8.0,3.3,54.0,2.5,0,0,0,0,0
2008-12-28,7,1008.0,1011.9,0,-0.4,-7.2,3.6,60.0,2.4,0,0.0,0.0,0,0
2008-12-28,8,1008.2,1012.0,0,3.9,-6.4,3.8,47.0,2.6,0,1.0,0.28,0,0
2008-12-28,9,1008.3,1012.1,0,5.5,-5.2,4.2,46.0,3.3,0,1.0,0.85,0,0
2008-12-28,10,1008.3,1012.1,0,7.4,-3.4,4.7,46.0,3.8,0,1.0,1.36,0,0
2008-12-28,11,1008.0,1011.8,0,9.9,-4.1,4.5,37.0,5.7,0,1.0,1.71,0,0
2008-12-28,12,1007.3,1011.1,0,10.5,-3.6,4.7,37.0,6.2,0,1.0,1.88,0,0
2008-12-28,13,1006.5,1010.2,0,11.5,-5.0,4.2,31.0,6.4,0,1.0,1.83,0,0
2008-12-28,14,1006.2,1009.9,0,11.0,-6.8,3.7,28.0,7.5,0,1.0,1.5,0,0
2008-12-28,15,1006.5,1010.2,0,10.5,-6.3,3.8,30.0,4.8,0,1.0,1.06,0,0
2008-12-28,16,1007.0,1010.8,0,9.4,-7.3,3.5,30.0,5.4,0,1.0,0.49,0,0
2008-12-28,17,1007.6,1011.4,0,8.2,-6.7,3.7,34.0,5.0,0,0.4,0.05,0,0
2008-12-28,18,1008.5,1012.3,0,5.7,-6.2,3.8,42.0,2.8,0,0,0.0,0,0
2008-12-28,19,1009.3,1013.1,0,5.6,-6.0,3.9,43.0,2.9,0,0,0,0,0
2008-12-28,20,1009.0,1012.8,0,6.1,-5.5,4.0,43.0,3.4,0,0,0,0,0
2008-12-28,21,1009.1,1012.9,0,5.7,-5.0,4.2,46.0,3.9,0,0,0,0,0
2008-12-28,22,1009.6,1013.5,0,3.9,-4.5,4.4,54.0,2.8,0,0,0,0,0
2008-12-28,23,1009.5,1013.3,0,4.3,-4.7,4.3,52.0,4.8,0,0,0,0,0
2008-12-28,24,1009.2,1013.0,0,4.3,-4.7,4.3,52.0,3.2,0,0,0,0,0
2008-12-29,1,1009.0,1012.8,0,4.6,-4.6,4.3,51.0,4.7,0,0,0,0,0
2008-12-29,2,1009.7,1013.5,0,4.5,-5.5,4.0,48.0,3.2,0,0,0,0,0
2008-12-29,3,1009.7,1013.6,0,3.5,-5.9,3.9,50.0,2.4,0,0,0,0,0
2008-12-29,4,1009.7,1013.6,0,1.2,-5.5,4.1,61.0,1.1,0,0,0,0,0
2008-12-29,5,1010.1,1014.0,0,-0.9,-5.1,4.2,73.0,1.1,0,0,0,0,0
2008-12-29,6,1010.8,1014.7,0,-1.6,-5.1,4.2,77.0,2.0,0,0,0,0,0
2008-12-29,7,1011.6,1015.5,0,-1.6,-4.7,4.3,79.0,2.0,0,0.0,0.0,0,0
2008-12-29,8,1012.0,1015.9,0,3.1,-4.1,4.5,59.0,1.5,0,1.0,0.27,0,0
2008-12-29,9,1012.2,1016.0,0,6.4,-4.4,4.4,46.0,0.9,0,1.0,0.85,0,0
2008-12-29,10,1012.2,1016.0,0,8.1,-4.7,4.3,40.0,1.8,0,1.0,1.36,0,0
2008-12-29,11,1011.6,1015.4,0,9.3,-5.0,4.2,36.0,2.2,0,1.0,1.7,0,0
2008-12-29,12,1010.7,1014.5,0,10.9,-4.3,4.4,34.0,2.8,0,1.0,1.85,0,0
2008-12-29,13,1009.2,1012.9,0,12.5,-4.1,4.5,31.0,2.4,0,1.0,1.78,0,0
2008-12-29,14,1008.9,1012.6,0,12.9,-3.8,4.6,31.0,1.5,0,1.0,1.47,0,0
2008-12-29,15,1009.2,1012.9,0,13.3,-1.4,5.5,36.0,1.2,0,1.0,0.99,0,0
2008-12-29,16,1009.5,1013.2,0,11.2,-2.9,4.9,37.0,1.8,0,1.0,0.44,0,0
2008-12-29,17,1009.7,1013.5,0,8.2,-1.6,5.4,50.0,1.1,0,0.2,0.04,0,0
2008-12-29,18,1009.6,1013.4,0,7.9,-1.3,5.5,52.0,1.8,0,0,0.0,0,0
2008-12-29,19,1010.3,1014.1,0,4.7,-1.1,5.6,66.0,0.9,0,0,0,0,0
2008-12-29,20,1009.9,1013.7,0,4.3,0.1,6.1,74.0,1.8,0,0,0,0,0
2008-12-29,21,1009.5,1013.3,0,4.5,-0.7,5.8,69.0,1.9,0,0,0,0,0
2008-12-29,22,1009.4,1013.3,0,4.0,-0.4,5.9,73.0,1.9,0,0,0,0,0
2008-12-29,23,1009.1,1013.0,0,3.8,-1.0,5.7,71.0,1.2,0,0,0,0,0
2008-12-29,24,1008.5,1012.4,0,3.1,-0.9,5.7,75.0,1.5,0,0,0,0,0
2008-12-30,1,1008.0,1011.9,0,1.4,-1.2,5.6,83.0,0.9,0,0,0,0,0
2008-12-30,2,1007.6,1011.5,0,0.7,-1.7,5.4,84.0,1.7,0,0,0,0,0
2008-12-30,3,1007.0,1010.9,0,0.0,-2.1,5.3,86.0,1.3,0,0,0,0,0
2008-12-30,4,1006.1,1010.0,0,0.7,-2.0,5.3,82.0,1.6,0,0,0,0,0
2008-12-30,5,1006.0,1009.9,0,-0.8,-2.7,5.0,87.0,1.9,0,0,0,0,0
2008-12-30,6,1006.5,1010.4,0,-0.9,-2.6,5.0,88.0,1.5,0,0,0,0,0
2008-12-30,7,1006.3,1010.2,0,-0.8,-2.7,5.0,87.0,1.7,0,0.0,0.0,0,0
2008-12-30,8,1005.8,1009.7,0,1.4,-1.8,5.3,79.0,1.1,0,0.8,0.24,0,0
2008-12-30,9,1006.0,1009.8,0,4.5,-1.3,5.6,66.0,1.1,0,1.0,0.77,0,0
2008-12-30,10,1005.4,1009.2,0,7.3,-0.4,5.9,58.0,1.5,0,1.0,1.28,0,0
2008-12-30,11,1004.6,1008.4,0,9.5,-0.1,6.1,51.0,1.7,0,1.0,1.61,0,0
2008-12-30,12,1003.0,1006.7,0,10.9,0.3,6.3,48.0,1.9,0,1.0,1.74,0,0
2008-12-30,13,1001.8,1005.5,0,12.2,1.5,6.8,48.0,1.9,0,1.0,1.64,0,0
2008-12-30,14,1000.9,1004.6,0,13.0,1.7,6.9,46.0,1.7,0,1.0,1.35,0,0
2008-12-30,15,1000.7,1004.4,0,12.6,1.0,6.6,45.0,0.7,0,1.0,0.95,0,0
2008-12-30,16,1000.3,1004.0,0,10.6,2.2,7.2,56.0,1.3,0,1.0,0.37,0,0
2008-12-30,17,1000.2,1004.0,0,7.7,2.0,7.0,67.0,1.7,0,0.0,0.03,0,0
2008-12-30,18,1000.4,1004.2,0,8.3,4.5,8.4,77.0,2.0,0,0,0.0,0,0
2008-12-30,19,1000.4,1004.2,0,6.7,3.7,7.9,81.0,2.0,0,0,0,0,0
2008-12-30,20,1000.4,1004.2,0,4.2,2.7,7.4,90.0,0.8,0,0,0,0,0
2008-12-30,21,1000.3,1004.1,0,5.2,4.0,8.1,92.0,2.1,0,0,0,0,0
2008-12-30,22,999.7,1003.5,0,6.9,-1.3,5.6,56.0,3.0,0,0,0,0,0
2008-12-30,23,999.9,1003.7,0,5.5,-2.1,5.2,58.0,2.7,0,0,0,0,0
2008-12-30,24,1000.9,1004.7,0,5.6,-1.3,5.5,61.0,4.5,0,0,0,0,0
2008-12-31,1,1001.2,1005.0,0,5.6,-4.8,4.3,47.0,6.0,0,0,0,0,0
2008-12-31,2,1002.1,1005.9,0,4.8,-5.8,4.0,46.0,5.3,0,0,0,0,0
2008-12-31,3,1003.2,1007.0,0,3.5,-5.7,4.0,51.0,2.9,0,0,0,0,0
2008-12-31,4,1004.1,1008.0,0,2.6,-5.5,4.1,55.0,2.3,0,0,0,0,0
2008-12-31,5,1004.4,1008.3,0,2.5,-5.8,4.0,54.0,4.5,0,0,0,0,0
2008-12-31,6,1005.3,1009.2,0,2.0,-6.8,3.7,52.0,3.8,0,0,0,0,0
2008-12-31,7,1006.0,1009.9,0,2.2,-7.7,3.4,48.0,5.7,0,0.0,0.0,0,0
2008-12-31,8,1006.6,1010.5,0,3.1,-7.7,3.4,45.0,3.6,0,1.0,0.28,0,0
2008-12-31,9,1007.6,1011.4,0,5.0,-8.1,3.3,38.0,5.4,0,1.0,0.86,0,0
2008-12-31,10,1007.3,1011.1,0,6.0,-7.6,3.5,37.0,7.6,0,1.0,1.39,0,0
2008-12-31,11,1006.3,1010.1,0,7.4,-7.4,3.5,34.0,5.2,0,1.0,1.76,0,0
2008-12-31,12,1005.3,1009.1,0,7.7,-7.9,3.4,32.0,6.6,0,1.0,1.92,0,0
2008-12-31,13,1004.6,1008.4,0,8.5,-8.5,3.2,29.0,5.6,0,1.0,1.86,0,0
2008-12-31,14,1004.9,1008.7,0,8.4,-9.0,3.1,28.0,6.0,0,1.0,1.56,0,0
2008-12-31,15,1005.1,1008.9,0,8.3,-8.7,3.2,29.0,4.9,0,1.0,1.09,0,0
2008-12-31,16,1005.3,1009.1,0,7.0,-9.0,3.1,31.0,3.4,0,1.0,0.51,0,0
2008-12-31,17,1005.5,1009.3,0,5.4,-9.6,3.0,33.0,3.7,0,0.4,0.05,0,0
2008-12-31,18,1005.1,1008.9,0,4.8,-9.0,3.1,36.0,4.0,0,0,0.0,0,0
2008-12-31,19,1005.2,1009.0,0,4.4,-9.4,3.0,36.0,2.1,0,0,0,0,0
2008-12-31,20,1004.7,1008.5,0,2.9,-8.7,3.2,42.0,3.7,0,0,0,0,0
2008-12-31,21,1004.6,1008.4,0,4.4,-10.1,2.8,34.0,5.9,0,0,0,0,0
2008-12-31,22,1004.1,1007.9,0,3.8,-9.2,3.0,38.0,5.9,0,0,0,0,0
2008-12-31,23,1003.7,1007.5,0,2.9,-8.1,3.3,44.0,5.8,0,0,0,0,0
2008-12-31,24,1003.5,1007.3,0,2.6,-8.1,3.3,45.0,4.6,0,0,0,0,0
2009-01-01,1,1003.6,1007.5,0,1.9,-8.2,3.3,47.0,2.9,0,0,0,0,0
2009-01-01,2,1004.0,1007.9,0,-0.3,-7.8,3.4,57.0,0.9,0,0,0,0,0
2009-01-01,3,1004.0,1007.9,0,-2.3,-7.8,3.4,66.0,0.2,0,0,0,0,0
2009-01-01,4,1003.5,1007.4,0,-2.6,-7.7,3.4,68.0,1.9,0,0,0,0,0
2009-01-01,5,1003.5,1007.4,0,-0.6,-8.3,3.3,56.0,2.6,0,0,0,0,0
2009-01-01,6,1003.3,1007.2,0,0.5,-8.0,3.4,53.0,2.9,0,0,0,0,0
2009-01-01,7,1003.5,1007.4,0,-0.3,-7.1,3.6,60.0,2.4,0,0.0,0.0,0,0
2009-01-01,8,1003.5,1007.4,0,1.9,-5.9,3.9,56.0,2.7,0,1.0,0.28,0,0
2009-01-01,9,1003.6,1007.4,0,5.0,-5.6,4.0,46.0,4.2,0,1.0,0.87,0,0
2009-01-01,10,1003.0,1006.8,0,6.8,-7.6,3.5,35.0,5.0,0,1.0,1.4,0,0
2009-01-01,11,1002.2,1006.0,0,8.0,-7.7,3.4,32.0,5.2,0,1.0,1.77,0,0
2009-01-01,12,1001.3,1005.1,0,8.3,-9.1,3.1,28.0,5.6,0,1.0,1.92,0,0
2009-01-01,13,1000.5,1004.2,0,8.9,-8.6,3.2,28.0,5.5,0,1.0,1.83,0,0
2009-01-01,14,1000.4,1004.1,0,9.0,-9.0,3.1,27.0,5.5,0,1.0,1.55,0,0
2009-01-01,15,1000.6,1004.3,0,9.0,-11.0,2.6,23.0,5.9,0,1.0,1.09,0,0
2009-01-01,16,1001.1,1004.9,0,7.7,-10.1,2.8,27.0,4.9,0,1.0,0.52,0,0
2009-01-01,17,1001.5,1005.3,0,6.1,-9.3,3.0,32.0,4.2,0,0.3,0.05,0,0
2009-01-01,18,1002.0,1005.8,0,5.8,-9.6,3.0,32.0,4.4,0,0,0.0,0,0
2009-01-01,19,1002.4,1006.2,0,4.6,-8.8,3.1,37.0,3.9,0,0,0,0,0
2009-01-01,20,1002.9,1006.7,0,3.7,-8.3,3.3,41.0,3.1,0,0,0,0,0
2009-01-01,21,1003.2,1007.1,0,2.4,-8.3,3.3,45.0,3.0,0,0,0,0,0
2009-01-01,22,1003.4,1007.3,0,0.6,-8.1,3.3,52.0,1.8,0,0,0,0,0
2009-01-01,23,1003.6,1007.5,0,0.8,-7.4,3.5,54.0,2.0,0,0,0,0,0
2009-01-01,24,1003.4,1007.3,0,0.0,-7.3,3.5,58.0,2.3,0,0,0,0,0
2009-01-02,1,1003.2,1007.1,0,-1.5,-7.2,3.6,65.0,1.8,0,0,0,0,0
2009-01-02,2,1003.4,1007.3,0,-0.9,-6.8,3.7,64.0,2.0,0,0,0,0,0
2009-01-02,3,1003.6,1007.5,0,1.1,-6.2,3.8,58.0,3.1,0,0,0,0,0
2009-01-02,4,1003.6,1007.5,0,1.6,-6.0,3.9,57.0,2.7,0,0,0,0,0
2009-01-02,5,1004.1,1008.0,0,1.0,-5.9,3.9,60.0,2.8,0,0,0,0,0
2009-01-02,6,1004.6,1008.5,0,1.0,-5.0,4.2,64.0,2.6,0,0,0,0,0
2009-01-02,7,1005.2,1009.1,0,1.0,-4.6,4.3,66.0,2.1,0,0.0,0.0,0,0
2009-01-02,8,1005.6,1009.4,0,3.8,-4.2,4.5,56.0,2.3,0,1.0,0.31,0,0
2009-01-02,9,1006.2,1010.0,0,5.1,-4.7,4.3,49.0,2.9,0,0.9,0.73,0,0
2009-01-02,10,1006.2,1010.0,0,6.8,-4.9,4.2,43.0,4.1,0,1.0,1.37,0,0
2009-01-02,11,1005.6,1009.4,0,8.1,-5.0,4.2,39.0,4.2,0,1.0,1.76,0,0
2009-01-02,12,1004.6,1008.3,0,10.2,-4.6,4.4,35.0,4.4,0,1.0,1.91,0,0
2009-01-02,13,1004.3,1008.0,0,10.1,-6.2,3.8,31.0,6.4,0,1.0,1.86,0,0
2009-01-02,14,1004.5,1008.2,0,10.2,-7.0,3.6,29.0,5.8,0,1.0,1.6,0,0
2009-01-02,15,1005.3,1009.0,0,10.1,-7.1,3.6,29.0,5.2,0,1.0,1.14,0,0
2009-01-02,16,1006.3,1010.1,0,8.7,-6.7,3.7,33.0,4.4,0,1.0,0.54,0,0
2009-01-02,17,1007.1,1010.9,0,7.1,-6.2,3.8,38.0,4.0,0,0.4,0.06,0,0
2009-01-02,18,1008.0,1011.8,0,5.7,-6.2,3.8,42.0,3.3,0,0,0.0,0,0
2009-01-02,19,1008.7,1012.5,0,4.7,-5.4,4.1,48.0,2.5,0,0,0,0,0
2009-01-02,20,1009.4,1013.2,0,4.4,-5.6,4.0,48.0,2.4,0,0,0,0,0
2009-01-02,21,1009.9,1013.8,0,3.5,-5.4,4.1,52.0,1.7,0,0,0,0,0
2009-01-02,22,1010.5,1014.4,0,2.8,-5.6,4.0,54.0,1.9,0,0,0,0,0
2009-01-02,23,1010.7,1014.6,0,0.4,-6.0,3.9,62.0,1.9,0,0,0,0,0
2009-01-02,24,1010.4,1014.3,0,-0.8,-5.8,4.0,69.0,1.3,0,0,0,0,0
2009-01-03,1,1010.9,1014.8,0,-2.1,-5.9,3.9,75.0,1.1,0,0,0,0,0
2009-01-03,2,1011.4,1015.4,0,-2.3,-5.8,4.0,77.0,1.1,0,0,0,0,0
2009-01-03,3,1011.5,1015.5,0,-3.0,-6.1,3.9,79.0,1.1,0,0,0,0,0
2009-01-03,4,1011.7,1015.7,0,-3.3,-5.4,4.1,85.0,1.9,0,0,0,0,0
2009-01-03,5,1012.4,1016.4,0,-3.5,-6.0,3.9,83.0,1.5,0,0,0,0,0
2009-01-03,6,1013.0,1017.0,0,-3.8,-5.9,3.9,85.0,0.9,0,0,0,0,0
2009-01-03,7,1013.6,1017.6,0,-3.1,-5.6,4.0,83.0,2.3,0,0.0,0.0,0,0
2009-01-03,8,1014.2,1018.1,0,-0.8,-4.7,4.3,75.0,0.7,0,1.0,0.28,0,0
2009-01-03,9,1014.8,1018.7,0,3.2,-3.6,4.7,61.0,0.6,0,1.0,0.86,0,0
2009-01-03,10,1014.9,1018.7,0,6.4,-4.6,4.3,45.0,1.5,0,1.0,1.4,0,0
2009-01-03,11,1014.3,1018.1,0,7.8,-4.6,4.3,41.0,2.7,0,1.0,1.77,0,0
2009-01-03,12,1013.5,1017.3,0,8.3,-5.2,4.2,38.0,4.0,0,1.0,1.94,0,0
2009-01-03,13,1013.0,1016.8,0,8.9,-5.0,4.2,37.0,3.5,0,1.0,1.89,0,0
2009-01-03,14,1013.0,1016.8,0,9.6,-5.9,3.9,33.0,3.0,0,1.0,1.61,0,0
2009-01-03,15,1013.2,1017.0,0,9.3,-5.7,4.0,34.0,2.8,0,1.0,1.12,0,0
2009-01-03,16,1013.8,1017.6,0,8.1,-6.1,3.9,36.0,1.7,0,1.0,0.53,0,0
2009-01-03,17,1014.2,1018.1,0,5.2,-5.5,4.1,46.0,1.9,0,0.5,0.06,0,0
2009-01-03,18,1014.5,1018.4,0,1.8,-5.6,4.0,58.0,1.4,0,0,0.0,0,0
2009-01-03,19,1015.2,1019.1,0,0.6,-5.4,4.1,64.0,1.4,0,0,0,0,0
2009-01-03,20,1015.5,1019.4,0,1.0,-5.9,3.9,60.0,1.9,0,0,0,0,0
2009-01-03,21,1015.6,1019.5,0,-0.3,-5.7,4.0,67.0,0.6,0,0,0,0,0
2009-01-03,22,1015.6,1019.5,0,0.1,-5.3,4.1,67.0,2.6,0,0,0,0,0
2009-01-03,23,1015.5,1019.4,0,1.5,-5.8,4.0,58.0,3.0,0,0,0,0,0
2009-01-03,24,1015.4,1019.3,0,2.6,-6.0,3.9,53.0,3.8,0,0,0,0,0
